Zip Code,Number of Employees,Number in Org A,Number in Org B,Number in Org C,Number in Org D,Number in Org E,Number in Org F,Number in Org G,Number in Org H,Number in Org I,Number in Org J,Number in Org K,Number in Org L,"Driving Minutes to White House Station, NJ","Driving Minutes to Kenilworth, NJ","Driving Minutes to West Point, PA",Change in Duration for Kenilworth Move,Change in Duration for West Point Move
07044,2,0,0,0,1,1,0,0,0,0,0,0,0,49.6833333333,24.0166666667,107.3,-25.6666666667,57.6166666667
08753,2,0,1,0,0,1,0,0,0,0,0,0,0,79.65,61.3166666667,91.95,-18.3333333333,12.3
07070,1,0,0,0,0,1,0,0,0,0,0,0,0,52.8666666667,26.25,102.4166666667,-26.6166666667,49.55
07028,3,0,0,1,0,1,1,0,0,0,0,0,0,45.2833333333,17.1,101.85,-28.1833333333,56.5666666667
18974,2,1,0,0,0,1,0,0,0,0,0,0,0,51.5666666667,81.0666666667,29.9666666667,29.5,-21.6
07718,1,0,0,0,0,0,0,0,1,0,0,0,0,55.3833333333,37.05,100.75,-18.3333333333,45.3666666667
07738,1,0,0,0,0,0,1,0,0,0,0,0,0,54.0166666667,35.6833333333,90.45,-18.3333333333,36.4333333333
66062,1,0,0,0,1,0,0,0,0,0,0,0,0,1055.4,1080.2833333333,1029.1333333333,24.8833333333,-26.2666666667
08859,1,0,0,0,0,0,1,0,0,0,0,0,0,40.4833333333,22.15,84.7333333333,-18.3333333333,44.25
08810,2,0,0,0,0,2,0,0,0,0,0,0,0,47.05,37.7,70.35,-9.35,23.3
19464,2,0,0,0,2,0,0,0,0,0,0,0,0,82.4666666667,107.35,36.4333333333,24.8833333333,-46.0333333333
19465,1,0,0,0,0,0,1,0,0,0,0,0,0,90.95,115.8333333333,41.7833333333,24.8833333333,-49.1666666667
08858,4,0,0,0,2,1,1,0,0,0,0,0,0,10.45,34.2666666667,72.55,23.8166666667,62.1
07828,3,0,1,0,0,2,0,0,0,0,0,0,0,42.1833333333,46.6333333333,103.0833333333,4.45,60.9
19106,2,0,1,0,1,0,0,0,0,0,0,0,0,72.25,83.4333333333,42.2833333333,11.1833333333,-29.9666666667
08742,2,0,0,0,0,2,0,0,0,0,0,0,0,71.6666666667,53.3333333333,86.3666666667,-18.3333333333,14.7
08542,1,0,0,0,0,0,1,0,0,0,0,0,0,38.3166666667,50.35,58.05,12.0333333333,19.7333333333
19135,1,0,1,0,0,0,0,0,0,0,0,0,0,66.3,79.4,40.1166666667,13.1,-26.1833333333
10016,2,0,0,0,2,0,0,0,0,0,0,0,0,60.0833333333,33.85,110.7166666667,-26.2333333333,50.6333333333
08016,2,0,1,0,0,0,0,0,1,0,0,0,0,63.6333333333,62.4333333333,45.8833333333,-1.2,-17.75
07731,3,0,2,0,0,0,1,0,0,0,0,0,0,70.8,52.4666666667,73.3833333333,-18.3333333333,2.5833333333
07751,3,0,0,0,1,1,0,1,0,0,0,0,0,51.7833333333,33.45,84.8166666667,-18.3333333333,33.0333333333
18062,3,1,1,0,1,0,0,0,0,0,0,0,0,58.7833333333,83.6666666667,45.9166666667,24.8833333333,-12.8666666667
19444,3,0,0,0,1,1,1,0,0,0,0,0,0,75.65,86.2666666667,21.0833333333,10.6166666667,-54.5666666667
03253,1,0,0,0,1,0,0,0,0,0,0,0,0,342.5666666667,317.7666666667,393.9666666667,-24.8,51.4
19428,2,0,1,1,0,0,0,0,0,0,0,0,0,75.05,85.6666666667,22.8,10.6166666667,-52.25
07422,1,0,0,0,1,0,0,0,0,0,0,0,0,74.1,65.5333333333,131.7166666667,-8.5666666667,57.6166666667
07871,2,0,0,0,1,0,0,0,1,0,0,0,0,57.9166666667,49.5333333333,115.5333333333,-8.3833333333,57.6166666667
18031,1,0,0,0,1,0,0,0,0,0,0,0,0,60.9166666667,85.8,44.0833333333,24.8833333333,-16.8333333333
07001,3,0,0,1,0,1,1,0,0,0,0,0,0,41.8333333333,18.6166666667,88.1166666667,-23.2166666667,46.2833333333
07836,5,0,3,0,0,0,1,1,0,0,0,0,0,35.75,45.25,93.3666666667,9.5,57.6166666667
07040,4,0,1,0,1,0,0,1,1,0,0,0,0,35.3166666667,13.1333333333,93.3333333333,-22.1833333333,58.0166666667
18964,3,0,1,0,2,0,0,0,0,0,0,0,0,68.3666666667,97.85,18,29.4833333333,-50.3666666667
90293,1,0,0,0,1,0,0,0,0,0,0,0,0,2366.7166666667,2391.6,2340.45,24.8833333333,-26.2666666667
07052,4,0,1,1,2,0,0,0,0,0,0,0,0,45.5666666667,18.2333333333,103.1833333333,-27.3333333333,57.6166666667
13905,1,0,0,0,1,0,0,0,0,0,0,0,0,157.4833333333,168.6166666667,156.0166666667,11.1333333333,-1.4666666667
08861,6,0,1,0,1,2,1,1,0,0,0,0,0,37.4833333333,19.1333333333,82.85,-18.35,45.3666666667
18334,1,0,1,0,0,0,0,0,0,0,0,0,0,83.0166666667,96.6666666667,84.8333333333,13.65,1.8166666667
18322,1,0,1,0,0,0,0,0,0,0,0,0,0,64.25,86.4833333333,72.8833333333,22.2333333333,8.6333333333
07927,2,0,0,0,1,1,0,0,0,0,0,0,0,33.3166666667,24.35,90.9333333333,-8.9666666667,57.6166666667
12010,1,0,0,0,1,0,0,0,0,0,0,0,0,184.15,170.4166666667,241.7666666667,-13.7333333333,57.6166666667
07060,8,0,2,1,2,1,1,1,0,0,0,0,0,31.25,19.7666666667,85.7666666667,-11.4833333333,54.5166666667
18337,1,0,0,0,0,0,0,0,1,0,0,0,0,91.45,83.0666666667,125.2,-8.3833333333,33.75
18301,2,0,0,0,1,1,0,0,0,0,0,0,0,68.8,79.95,86.9333333333,11.15,18.1333333333
18977,2,0,0,0,0,0,2,0,0,0,0,0,0,43.7666666667,62.8166666667,43.3666666667,19.05,-0.4
07003,1,0,0,0,0,0,1,0,0,0,0,0,0,44.3,16.1166666667,100.8666666667,-28.1833333333,56.5666666667
18072,2,0,0,0,0,2,0,0,0,0,0,0,0,53.7666666667,78.65,68.15,24.8833333333,14.3833333333
08816,8,0,6,0,0,1,1,0,0,0,0,0,0,39.25,30.0166666667,76.2,-9.2333333333,36.95
08901,3,0,1,0,1,0,1,0,0,0,0,0,0,32.3333333333,28.6833333333,76.3166666667,-3.65,43.9833333333
18104,5,0,3,0,0,1,0,1,0,0,0,0,0,54.95,79.8333333333,38.45,24.8833333333,-16.5
08817,6,0,1,0,1,3,1,0,0,0,0,0,0,33.8666666667,20.5166666667,77.1333333333,-13.35,43.2666666667
02482,1,0,0,0,1,0,0,0,0,0,0,0,0,250.9333333333,226.1333333333,302.3333333333,-24.8,51.4
08824,5,0,3,0,0,1,1,0,0,0,0,0,0,37.9166666667,38.1333333333,66.65,0.2166666667,28.7333333333
08648,4,0,1,0,2,1,0,0,0,0,0,0,0,46.1833333333,57.4166666667,51.5166666667,11.2333333333,5.3333333333
08619,3,0,1,0,1,1,0,0,0,0,0,0,0,44.4166666667,51.1166666667,49.1166666667,6.7,4.7
07934,2,0,0,0,1,0,1,0,0,0,0,0,0,24.0833333333,37.4833333333,81.7,13.4,57.6166666667
19118,3,0,0,0,2,0,1,0,0,0,0,0,0,74.4666666667,85.9,24.4166666667,11.4333333333,-50.05
07206,3,0,1,0,1,1,0,0,0,0,0,0,0,47.7,19.6666666667,91.1166666667,-28.0333333333,43.4166666667
08869,6,0,1,1,1,1,1,1,0,0,0,0,0,13.0833333333,34.0666666667,64.9666666667,20.9833333333,51.8833333333
07086,1,0,0,0,0,0,1,0,0,0,0,0,0,52.4333333333,26.4166666667,101.8833333333,-26.0166666667,49.45
10075,1,0,0,0,1,0,0,0,0,0,0,0,0,68.35,42.1166666667,117.2166666667,-26.2333333333,48.8666666667
15102,1,0,0,0,1,0,0,0,0,0,0,0,0,321.2,346.0833333333,294.9333333333,24.8833333333,-26.2666666667
95051,1,0,0,0,0,0,0,1,0,0,0,0,0,2497.4833333333,2508.6333333333,2480.85,11.15,-16.6333333333
07204,6,0,0,0,1,0,4,0,1,0,0,0,0,42.1666666667,6.0666666667,90.15,-36.1,47.9833333333
19038,1,0,0,0,0,0,1,0,0,0,0,0,0,69.0166666667,80.4666666667,20.3833333333,11.45,-48.6333333333
08730,1,0,1,0,0,0,0,0,0,0,0,0,0,68.45,50.1166666667,83.0833333333,-18.3333333333,14.6333333333
08003,1,0,0,1,0,0,0,0,0,0,0,0,0,77.6166666667,75.5833333333,59.2666666667,-2.0333333333,-18.35
19401,2,0,0,1,1,0,0,0,0,0,0,0,0,73.2666666667,88.35,15.45,15.0833333333,-57.8166666667
18932,1,0,0,0,1,0,0,0,0,0,0,0,0,58.25,90.2833333333,15.8333333333,32.0333333333,-42.4166666667
27587,2,0,0,0,0,0,1,1,0,0,0,0,0,442.25,440.5333333333,393.9666666667,-1.7166666667,-48.2833333333
19440,4,1,2,0,1,0,0,0,0,0,0,0,0,61.95,93.9833333333,14.05,32.0333333333,-47.9
46032,1,0,0,0,1,0,0,0,0,0,0,0,0,618.5833333333,643.4666666667,592.3166666667,24.8833333333,-26.2666666667
94301,1,0,0,0,1,0,0,0,0,0,0,0,0,2496.25,2507.4,2479.6166666667,11.15,-16.6333333333
14770,1,0,0,0,1,0,0,0,0,0,0,0,0,304.6666666667,315.8,291.5833333333,11.1333333333,-13.0833333333
07062,4,0,0,0,3,1,0,0,0,0,0,0,0,32.7833333333,16.4,87.2833333333,-16.3833333333,54.5
08062,3,0,0,0,1,1,0,1,0,0,0,0,0,99.9333333333,92.9833333333,60.6833333333,-6.95,-39.25
08527,3,0,1,0,0,0,1,1,0,0,0,0,0,77.0166666667,59.95,71.7833333333,-17.0666666667,-5.2333333333
19031,2,1,0,0,1,0,0,0,0,0,0,0,0,73.9666666667,85.4,19.7666666667,11.4333333333,-54.2
18360,1,0,1,0,0,0,0,0,0,0,0,0,0,61.85,78.2333333333,74.0166666667,16.3833333333,12.1666666667
15044,1,0,0,0,1,0,0,0,0,0,0,0,0,311.5666666667,336.45,285.2833333333,24.8833333333,-26.2833333333
01070,1,0,0,0,1,0,0,0,0,0,0,0,0,224,210.2666666667,281.6166666667,-13.7333333333,57.6166666667
19136,1,0,1,0,0,0,0,0,0,0,0,0,0,63.7833333333,77.1666666667,42.05,13.3833333333,-21.7333333333
15003,1,0,1,0,0,0,0,0,0,0,0,0,0,337.4666666667,362.35,311.2,24.8833333333,-26.2666666667
08034,1,0,0,0,0,0,1,0,0,0,0,0,0,74.5,71.9166666667,56.15,-2.5833333333,-18.35
08520,4,0,0,0,0,2,1,0,1,0,0,0,0,53.5333333333,40.7,60.4666666667,-12.8333333333,6.9333333333
08638,3,0,2,0,0,1,0,0,0,0,0,0,0,45.15,58.75,48.3333333333,13.6,3.1833333333
07069,2,0,1,0,0,0,1,0,0,0,0,0,0,27.9666666667,17.9166666667,86,-10.05,58.0333333333
15084,1,0,0,0,1,0,0,0,0,0,0,0,0,314.7166666667,339.6,288.4333333333,24.8833333333,-26.2833333333
11510,1,0,0,0,1,0,0,0,0,0,0,0,0,104.6,78.2,147.0333333333,-26.4,42.4333333333
08852,4,0,1,1,0,0,0,1,0,1,0,0,0,42.2666666667,37.6,64.3833333333,-4.6666666667,22.1166666667
08054,1,0,0,0,0,1,0,0,0,0,0,0,0,73.3833333333,72.8666666667,57.4166666667,-0.5166666667,-15.9666666667
08035,1,0,0,0,0,0,1,0,0,0,0,0,0,79.25,76.6833333333,53.5666666667,-2.5666666667,-25.6833333333
27807,1,0,1,0,0,0,0,0,0,0,0,0,0,430.6166666667,428.9,382.3333333333,-1.7166666667,-48.2833333333
08863,4,0,1,1,0,2,0,0,0,0,0,0,0,34.2333333333,15.5666666667,79.6666666667,-18.6666666667,45.4333333333
18940,7,1,0,1,1,1,2,1,0,0,0,0,0,45.2166666667,69.0833333333,40.4833333333,23.8666666667,-4.7333333333
18969,3,0,1,0,1,0,1,0,0,0,0,0,0,70.0333333333,93.5,13.55,23.4666666667,-56.4833333333
19025,1,0,0,0,0,0,1,0,0,0,0,0,0,62.8166666667,76.95,17.65,14.1333333333,-45.1666666667
07039,4,0,0,0,1,3,0,0,0,0,0,0,0,43.5666666667,22.5333333333,101.1833333333,-21.0333333333,57.6166666667
07417,2,0,0,0,1,0,0,0,1,0,0,0,0,50.85,39.1166666667,108.4666666667,-11.7333333333,57.6166666667
18067,1,0,0,0,0,0,0,1,0,0,0,0,0,58.8166666667,83.7,55.1,24.8833333333,-3.7166666667
07878,1,0,0,0,0,0,1,0,0,0,0,0,0,38.5333333333,30.15,96.15,-8.3833333333,57.6166666667
19504,1,0,0,0,1,0,0,0,0,0,0,0,0,71.0333333333,95.9166666667,41.9,24.8833333333,-29.1333333333
19085,1,0,0,1,0,0,0,0,0,0,0,0,0,77.9333333333,88.55,25.85,10.6166666667,-52.0833333333
33331,2,0,0,0,2,0,0,0,0,0,0,0,0,1085.7,1083.9833333333,1037.4166666667,-1.7166666667,-48.2833333333
98801,1,0,0,0,0,0,0,1,0,0,0,0,0,2383.9166666667,2395.0666666667,2367.2833333333,11.15,-16.6333333333
07932,5,0,2,0,0,2,0,1,0,0,0,0,0,37.4166666667,24.7666666667,95.0333333333,-12.65,57.6166666667
08691,3,0,0,1,0,0,1,1,0,0,0,0,0,55.7166666667,48.25,53.7,-7.4666666667,-2.0166666667
08872,3,0,0,0,1,1,1,0,0,0,0,0,0,43.25,25.3666666667,80.7833333333,-17.8833333333,37.5333333333
07978,1,0,0,0,0,0,1,0,0,0,0,0,0,18.6,31.0166666667,73.2833333333,12.4166666667,54.6833333333
18038,1,0,0,0,0,1,0,0,0,0,0,0,0,62.4166666667,87.3,60.3,24.8833333333,-2.1166666667
10024,3,1,0,0,2,0,0,0,0,0,0,0,0,63.8666666667,37.85,113.3166666667,-26.0166666667,49.45
08879,1,0,0,0,1,0,0,0,0,0,0,0,0,37.85,20.0333333333,83.2166666667,-17.8166666667,45.3666666667
08012,1,0,0,0,0,0,1,0,0,0,0,0,0,88.0666666667,83.2166666667,58.3166666667,-4.85,-29.75
07866,2,0,1,0,0,1,0,0,0,0,0,0,0,46.1333333333,37.75,103.75,-8.3833333333,57.6166666667
07029,1,0,1,0,0,0,0,0,0,0,0,0,0,45.5,17.3,99.4333333333,-28.2,53.9333333333
08830,2,0,2,0,0,0,0,0,0,0,0,0,0,38.85,13.9,83.5333333333,-24.95,44.6833333333
18966,2,0,1,0,0,1,0,0,0,0,0,0,0,51.7333333333,78.2333333333,34.5,26.5,-17.2333333333
19119,2,0,0,0,2,0,0,0,0,0,0,0,0,77.95,89.3833333333,27.9,11.4333333333,-50.05
22936,1,0,0,0,0,0,1,0,0,0,0,0,0,324.5333333333,322.8166666667,276.25,-1.7166666667,-48.2833333333
18942,2,0,1,0,0,0,1,0,0,0,0,0,0,46.8333333333,74.25,38.35,27.4166666667,-8.4833333333
07009,1,0,0,0,0,0,0,0,0,1,0,0,0,49.25,26.6666666667,106.8666666667,-22.5833333333,57.6166666667
22314,2,0,0,1,1,0,0,0,0,0,0,0,0,216.0166666667,214.3,167.7333333333,-1.7166666667,-48.2833333333
07737,2,0,2,0,0,0,0,0,0,0,0,0,0,56.9333333333,38.6,102.3,-18.3333333333,45.3666666667
19115,2,0,2,0,0,0,0,0,0,0,0,0,0,64.7,75.6666666667,35.8,10.9666666667,-28.9
08081,1,1,0,0,0,0,0,0,0,0,0,0,0,92.85,88.7666666667,63.1,-4.0833333333,-29.75
19540,1,0,1,0,0,0,0,0,0,0,0,0,0,104.2833333333,123.8833333333,62.0833333333,19.6,-42.2
60202,1,0,0,0,1,0,0,0,0,0,0,0,0,709.0666666667,720.2166666667,692.4333333333,11.15,-16.6333333333
05465,1,0,0,0,1,0,0,0,0,0,0,0,0,343.7166666667,329.9833333333,401.3333333333,-13.7333333333,57.6166666667
19087,4,0,0,0,1,0,1,0,1,0,0,1,0,81.55,92.1666666667,25.7833333333,10.6166666667,-55.7666666667
08052,1,0,1,0,0,0,0,0,0,0,0,0,0,74.4333333333,71.2833333333,50.0833333333,-3.15,-24.35
08225,1,0,1,0,0,0,0,0,0,0,0,0,0,122.2333333333,103.9,98.1666666667,-18.3333333333,-24.0666666667
60611,1,0,0,0,0,0,1,0,0,0,0,0,0,691.5,702.65,674.8666666667,11.15,-16.6333333333
19063,1,1,0,0,0,0,0,0,0,0,0,0,0,90.2333333333,100.85,38.15,10.6166666667,-52.0833333333
10583,1,0,0,0,1,0,0,0,0,0,0,0,0,83.1666666667,57.15,133.35,-26.0166666667,50.1833333333
07457,3,0,1,0,0,1,0,1,0,0,0,0,0,46.5,37.9166666667,104.1166666667,-8.5833333333,57.6166666667
10033,1,0,0,0,1,0,0,0,0,0,0,0,0,61.4666666667,35.45,111.65,-26.0166666667,50.1833333333
20854,1,0,0,0,0,0,0,0,0,0,0,1,0,217.4333333333,215.7166666667,169.15,-1.7166666667,-48.2833333333
07724,2,0,0,0,0,0,0,1,0,1,0,0,0,57.95,39.6166666667,88.4,-18.3333333333,30.45
07733,3,0,0,0,0,2,0,1,0,0,0,0,0,50.7333333333,32.4,90.5666666667,-18.3333333333,39.8333333333
07735,2,0,0,0,1,1,0,0,0,0,0,0,0,45.6333333333,27.3,91,-18.3333333333,45.3666666667
28211,1,0,0,0,0,1,0,0,0,0,0,0,0,540.2333333333,565.1166666667,521.4333333333,24.8833333333,-18.8
07046,2,0,0,0,0,2,0,0,0,0,0,0,0,39.2666666667,30.8833333333,96.8833333333,-8.3833333333,57.6166666667
01104,1,0,0,0,1,0,0,0,0,0,0,0,0,194.8833333333,170.0833333333,246.2833333333,-24.8,51.4
10280,1,0,0,0,0,0,0,1,0,0,0,0,0,56.35,30.1166666667,107.9,-26.2333333333,51.55
08530,8,0,2,2,1,2,0,0,1,0,0,0,0,30.7666666667,62.8,47.0833333333,32.0333333333,16.3166666667
07093,1,1,0,0,0,0,0,0,0,0,0,0,0,55.7,29.6833333333,105.15,-26.0166666667,49.45
07748,3,0,2,0,0,0,1,0,0,0,0,0,0,52.4333333333,34.1,96.3666666667,-18.3333333333,43.9333333333
07722,3,0,0,0,2,0,0,0,1,0,0,0,0,58.7166666667,39.8833333333,82.4,-18.8333333333,23.6833333333
07480,1,0,0,0,0,0,0,1,0,0,0,0,0,60.6666666667,52.0833333333,118.2833333333,-8.5833333333,57.6166666667
10312,2,1,0,0,0,0,1,0,0,0,0,0,0,42.8166666667,25.2833333333,88.2,-17.5333333333,45.3833333333
07018,1,0,1,0,0,0,0,0,0,0,0,0,0,42.75,14.55,99.3166666667,-28.2,56.5666666667
07926,1,0,0,0,1,0,0,0,0,0,0,0,0,34.0833333333,33.65,91.7,-0.4333333333,57.6166666667
18963,2,1,0,0,1,0,0,0,0,0,0,0,0,33.1833333333,65.2166666667,34.75,32.0333333333,1.5666666667
08722,1,0,1,0,0,0,0,0,0,0,0,0,0,79.3833333333,61.05,91.95,-18.3333333333,12.5666666667
07481,2,1,1,0,0,0,0,0,0,0,0,0,0,54.6666666667,38.0333333333,112.2833333333,-16.6333333333,57.6166666667
07405,1,0,0,0,0,1,0,0,0,0,0,0,0,49.8666666667,41.8666666667,107.4833333333,-8,57.6166666667
10924,1,0,0,0,0,0,1,0,0,0,0,0,0,85.0333333333,71.3,142.65,-13.7333333333,57.6166666667
18077,1,0,1,0,0,0,0,0,0,0,0,0,0,38.45,63.3333333333,50.0666666667,24.8833333333,11.6166666667
02908,1,0,0,0,1,0,0,0,0,0,0,0,0,232.1,206.0833333333,282.2833333333,-26.0166666667,50.1833333333
08751,1,0,0,0,0,0,0,1,0,0,0,0,0,85.15,66.8166666667,98.8333333333,-18.3333333333,13.6833333333
75230,1,0,0,0,1,0,0,0,0,0,0,0,0,1310.5333333333,1335.4166666667,1293.0833333333,24.8833333333,-17.45
80129,1,0,0,0,1,0,0,0,0,0,0,0,0,1526.5166666667,1542.2666666667,1500.25,15.75,-26.2666666667
92106,1,0,0,0,0,0,0,1,0,0,0,0,0,2374.9333333333,2399.8166666667,2348.6666666667,24.8833333333,-26.2666666667
44026,1,0,0,0,0,0,1,0,0,0,0,0,0,400.9333333333,412.0833333333,384.3166666667,11.15,-16.6166666667
92708,1,0,0,0,1,0,0,0,0,0,0,0,0,2354.5333333333,2379.4166666667,2328.2666666667,24.8833333333,-26.2666666667
07663,1,0,0,0,0,0,1,0,0,0,0,0,0,54.4166666667,27.7,112.0333333333,-26.7166666667,57.6166666667
18930,3,0,1,0,1,1,0,0,0,0,0,0,0,48.6833333333,73.5666666667,43.8166666667,24.8833333333,-4.8666666667
10597,1,0,0,0,1,0,0,0,0,0,0,0,0,106.9,82.4166666667,161.55,-24.4833333333,54.65
46060,1,0,0,0,1,0,0,0,0,0,0,0,0,618.0666666667,642.95,591.8,24.8833333333,-26.2666666667
10019,1,0,0,0,1,0,0,0,0,0,0,0,0,58.1666666667,32.15,107.6166666667,-26.0166666667,49.45
19103,2,0,0,0,2,0,0,0,0,0,0,0,0,75.7333333333,87.45,38.8833333333,11.7166666667,-36.85
07047,1,1,0,0,0,0,0,0,0,0,0,0,0,54.5666666667,28.55,104.0166666667,-26.0166666667,49.45
19001,1,0,1,0,0,0,0,0,0,0,0,0,0,64.1833333333,77.7666666667,22.1333333333,13.5833333333,-42.05
07304,1,0,0,0,0,0,0,1,0,0,0,0,0,49.55,23.3166666667,100.1,-26.2333333333,50.55
07205,2,0,0,0,1,1,0,0,0,0,0,0,0,39.9833333333,11.85,95.3666666667,-28.1333333333,55.3833333333
07980,1,0,0,0,0,1,0,0,0,0,0,0,0,29.25,26.65,87.2833333333,-2.6,58.0333333333
08525,1,0,0,0,0,0,0,0,1,0,0,0,0,31.3333333333,60.7,54.4166666667,29.3666666667,23.0833333333
18972,1,0,0,0,0,0,0,1,0,0,0,0,0,39.7333333333,64.6166666667,47.7,24.8833333333,7.9666666667
10028,1,0,0,0,0,1,0,0,0,0,0,0,0,68.8333333333,42.6,119.5833333333,-26.2333333333,50.75
98117,1,0,0,0,0,0,0,0,0,1,0,0,0,2462.2666666667,2473.4166666667,2445.6333333333,11.15,-16.6333333333
08088,1,0,0,0,0,0,0,1,0,0,0,0,0,80.3833333333,74.4833333333,67.05,-5.9,-13.3333333333
18018,1,0,0,0,1,0,0,0,0,0,0,0,0,49.5166666667,74.4,48.25,24.8833333333,-1.2666666667
07305,1,0,1,0,0,0,0,0,0,0,0,0,0,49.1,23.0833333333,99.4333333333,-26.0166666667,50.3333333333
07444,1,0,0,0,0,0,1,0,0,0,0,0,0,48.8333333333,35.85,106.45,-12.9833333333,57.6166666667
33624,1,0,0,0,0,0,0,1,0,0,0,0,0,985.8333333333,984.1166666667,937.55,-1.7166666667,-48.2833333333
07856,1,0,0,0,0,1,0,0,0,0,0,0,0,46.9,41.5166666667,104.5166666667,-5.3833333333,57.6166666667
19125,1,0,0,1,0,0,0,0,0,0,0,0,0,71.7166666667,83.25,43.9333333333,11.5333333333,-27.7833333333
15927,1,0,0,0,1,0,0,0,0,0,0,0,0,271.8166666667,285.55,245.55,13.7333333333,-26.2666666667
08505,2,0,0,0,0,1,1,0,0,0,0,0,0,59.2333333333,56.4833333333,46.2166666667,-2.75,-13.0166666667
10708,1,0,0,0,1,0,0,0,0,0,0,0,0,75.85,49.8333333333,126.0333333333,-26.0166666667,50.1833333333
07739,1,0,0,0,0,1,0,0,0,0,0,0,0,59.1,40.7666666667,94.3666666667,-18.3333333333,35.2666666667
04072,1,0,0,0,1,0,0,0,0,0,0,0,0,339.8166666667,315.0166666667,391.2166666667,-24.8,51.4
14221,2,0,0,0,2,0,0,0,0,0,0,0,0,338.35,349.4833333333,336.8833333333,11.1333333333,-1.4666666667
19460,2,0,1,0,1,0,0,0,0,0,0,0,0,90.7666666667,101.3833333333,31.3,10.6166666667,-59.4666666667
08061,1,0,0,0,0,1,0,0,0,0,0,0,0,91.6833333333,89.1166666667,55.8166666667,-2.5666666667,-35.8666666667
19090,1,0,1,0,0,0,0,0,0,0,0,0,0,60.85,74.3166666667,21.3166666667,13.4666666667,-39.5333333333
14534,1,0,0,0,1,0,0,0,0,0,0,0,0,287.4333333333,298.5666666667,285.9666666667,11.1333333333,-1.4666666667
07203,2,0,0,0,0,0,0,1,1,0,0,0,0,43.7166666667,7.85,90.1833333333,-35.8666666667,46.4666666667
08880,3,0,2,0,0,1,0,0,0,0,0,0,0,21.7166666667,28.6833333333,76.2166666667,6.9666666667,54.5
08690,2,0,2,0,0,0,0,0,0,0,0,0,0,50.5,50.7166666667,52.95,0.2166666667,2.45
07307,1,0,0,0,0,0,0,1,0,0,0,0,0,49.8166666667,23.5833333333,101.9666666667,-26.2333333333,52.15
18088,1,0,1,0,0,0,0,0,0,0,0,0,0,65.6,90.4833333333,59.4166666667,24.8833333333,-6.1833333333
98052,1,0,0,0,0,0,1,0,0,0,0,0,0,2453.4,2464.55,2436.7666666667,11.15,-16.6333333333
18092,1,0,0,1,0,0,0,0,0,0,0,0,0,59.9166666667,84.8,37.55,24.8833333333,-22.3666666667
07843,1,0,1,0,0,0,0,0,0,0,0,0,0,49.8666666667,45.9833333333,107.4833333333,-3.8833333333,57.6166666667
08518,1,0,1,0,0,0,0,0,0,0,0,0,0,62.7,59.65,43.1,-3.05,-19.6
08904,2,0,0,0,0,1,0,1,0,0,0,0,0,33.4666666667,25.9333333333,77.75,-7.5333333333,44.2833333333
07079,4,0,0,0,2,0,2,0,0,0,0,0,0,39.4166666667,18.55,97.4333333333,-20.8666666667,58.0166666667
14608,1,0,0,0,0,0,1,0,0,0,0,0,0,291.15,302.2833333333,289.6833333333,11.1333333333,-1.4666666667
08010,1,0,0,0,0,1,0,0,0,0,0,0,0,66.0333333333,67.25,49.3333333333,1.2166666667,-16.7
07607,1,0,0,0,0,1,0,0,0,0,0,0,0,56.8333333333,30.5333333333,111.1,-26.3,54.2666666667
07031,1,0,0,0,0,1,0,0,0,0,0,0,0,54.0833333333,25.9,104.0166666667,-28.1833333333,49.9333333333
94005,1,0,0,0,1,0,0,0,0,0,0,0,0,2472.4,2483.55,2455.7666666667,11.15,-16.6333333333
07961,1,0,0,1,0,0,0,0,0,0,0,0,0,29.4166666667,23.4333333333,87.0166666667,-5.9833333333,57.6
10014,1,0,0,0,0,1,0,0,0,0,0,0,0,56.5,30.2666666667,108.05,-26.2333333333,51.55
02459,1,0,0,0,0,0,0,0,0,0,0,1,0,255.8166666667,231.0166666667,307.2166666667,-24.8,51.4
29926,1,0,0,0,0,0,1,0,0,0,0,0,0,709.3166666667,707.6,661.0333333333,-1.7166666667,-48.2833333333
07627,1,0,0,0,1,0,0,0,0,0,0,0,0,71.2,45.1833333333,121.3833333333,-26.0166666667,50.1833333333
19064,2,0,1,0,0,0,1,0,0,0,0,0,0,88.5833333333,99.2,36.5,10.6166666667,-52.0833333333
07801,1,0,0,0,0,1,0,0,0,0,0,0,0,50.1166666667,41.7333333333,107.7333333333,-8.3833333333,57.6166666667
20148,1,0,0,0,1,0,0,0,0,0,0,0,0,235.05,233.3333333333,186.7666666667,-1.7166666667,-48.2833333333
15090,1,0,0,0,1,0,0,0,0,0,0,0,0,324.9,349.7833333333,298.6166666667,24.8833333333,-26.2833333333
08048,1,0,0,0,0,0,0,0,1,0,0,0,0,72.35,67.45,57.4166666667,-4.9,-14.9333333333
10010,1,0,0,0,0,1,0,0,0,0,0,0,0,59.3833333333,33.15,110.9333333333,-26.2333333333,51.55
07981,2,0,0,0,1,1,0,0,0,0,0,0,0,33.55,25.05,91.1666666667,-8.5,57.6166666667
30309,1,0,0,0,1,0,0,0,0,0,0,0,0,736.7333333333,761.6166666667,720.0666666667,24.8833333333,-16.6666666667
33327,1,0,0,0,1,0,0,0,0,0,0,0,0,1089.1833333333,1087.4666666667,1040.9,-1.7166666667,-48.2833333333
07440,1,0,0,0,0,1,0,0,0,0,0,0,0,48.0833333333,33,105.7,-15.0833333333,57.6166666667
